ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Description,Street,City,County,State,Country,ZipCode,LocalTimeZone,WeatherStation_AirportCode,WeatherTimeStamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Precipitation(in),Weather_Event,Weather_Conditions,Duration(mins),StartHour,StartDayOfWeek,IsWeekend,Weather_Encoded
C-5824,0,40.581223,-74.098473,2020-11-10 19:52:00+00:00,2020-11-10 20:32:28+00:00,1.649999976158142,0.0,1.0,Moderate,Delays of one minute on Hylan Blvd Westbound between Cooper Ave and Hull Ave. Average speed 15 mph.,Jefferson Ave,Staten Island,Richmond,NY,US,10306,US/Eastern,KLDJ,2020-11-10T14:35:00.000-05:00,76.0,50.0,30.09,10.0,0.0,,Fair,40.46666666666667,19,1,0,19
C-5825,1,40.59265900000001,-73.964752,2020-11-10 19:20:00+00:00,2020-11-10 20:33:26+00:00,6.1500000953674325,2.0,7.0,Moderate,Delays of seven minutes on RT-27 Southbound between NY-27 Prospect Expy and Ocean Pkwy. Average speed 15 mph.,Ocean Pkwy,Brooklyn,Kings,NY,US,11223,US/Eastern,KJRB,2020-11-10T13:51:00.000-05:00,73.0,57.0,30.04,10.0,0.0,,Partly Cloudy,73.43333333333334,19,1,0,109
C-5826,0,40.594658,-74.086372,2020-11-10 19:51:00+00:00,2020-11-10 20:31:26+00:00,1.25,1.0,2.0,Moderate,Delays of two minutes on Hylan Blvd Westbound in Old Town Station. Average speed ten mph.,Hylan Blvd,Staten Island,Richmond,NY,US,10305-1903,US/Eastern,KEWR,2020-11-10T14:51:00.000-05:00,75.0,55.0,30.1,10.0,0.0,,Partly Cloudy,40.43333333333333,19,1,0,109
C-5827,0,40.607376,-73.9263,2020-11-10 19:51:00+00:00,2020-11-10 20:31:27+00:00,2.1800000667572017,1.0,4.0,Slow,Delays of four minutes on Avenue U Westbound between 71st St and 37th St. Average speed ten mph.,Avenue U,Brooklyn,Kings,NY,US,11234,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,40.45,19,1,0,104
C-5828,2,40.613232,-73.926498,2020-11-10 18:33:00+00:00,2020-11-10 20:31:26+00:00,7.039999961853027,2.0,14.0,Slow,Severe delays of 14 minutes and delays easing on Flatbush Ave Southbound between Grand Army Plz and Utica Ave. Average speed ten mph.,Flatbush Ave,Brooklyn,Kings,NY,US,11234-4518,US/Eastern,KJRB,2020-11-10T13:51:00.000-05:00,73.0,57.0,30.04,10.0,0.0,,Partly Cloudy,118.43333333333334,18,1,0,109
C-5829,2,40.618702,-73.897148,2020-11-10 19:52:00+00:00,2020-11-10 20:32:27+00:00,3.2000000476837163,2.0,5.0,Moderate,Delays of five minutes on Belt Pkwy Eastbound between Exits 11N 11S Flatbush Ave and Exit 13 Rockaway Pkwy. Average speed 15 mph.,Belt Pkwy E,Brooklyn,Kings,NY,US,11234,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,40.45,19,1,0,104
C-5830,1,40.620464,-73.940865,2020-11-10 19:22:00+00:00,2020-11-10 20:33:26+00:00,5.460000038146973,2.0,6.0,Moderate,Delays of six minutes and delays increasing on Kings Hwy Southbound between Tapscott St and Avenue M. Average speed 15 mph.,Kings Hwy,Brooklyn,Kings,NY,US,11234,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,71.43333333333334,19,1,0,104
C-5831,1,40.630169,-74.000732,2020-11-10 19:51:00+00:00,2020-11-10 20:31:27+00:00,2.880000114440918,0.0,6.0,Slow,Delays of six minutes on 60th St Westbound between Mcdonald Ave and 12th Ave. Average speed ten mph.,12th Ave,Brooklyn,Kings,NY,US,11219-4903,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,40.45,19,1,0,104
C-5832,0,40.638695,-74.07576,2020-11-10 19:51:00+00:00,2020-11-10 21:06:21+00:00,2.1199998855590816,0.0,3.0,Moderate,Delays of three minutes and delays easing on Bay St Northbound between Townsend Ave and Slosson Ter. Average speed 15 mph.,Bay St,Staten Island,Richmond,NY,US,10301-2503,US/Eastern,KEWR,2020-11-10T14:51:00.000-05:00,75.0,55.0,30.1,10.0,0.0,,Partly Cloudy,75.35,19,1,0,109
C-5833,0,40.6478,-73.894363,2020-11-10 19:52:00+00:00,2020-11-10 20:32:28+00:00,1.440000057220459,1.0,3.0,Moderate,Delays of three minutes on Flatlands Ave Westbound in Canarsie. Average speed ten mph.,Flatlands Ave,Brooklyn,Kings,NY,US,11236,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,40.46666666666667,19,1,0,104
C-5834,1,40.647926,-74.014198,2020-11-10 19:51:00+00:00,2020-11-10 20:32:27+00:00,1.6699999570846558,0.0,1.0,Fast,Delays of one minute on I-278 Brooklyn Queens Expy Eastbound between Exit 20 7th Ave and Belt Pkwy. Average speed 20 mph.,Brooklyn Queens Expy,Brooklyn,Kings,NY,US,11220,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,41.45,19,1,0,104
C-5835,1,40.65424,-73.913696,2020-11-10 19:51:00+00:00,2020-11-10 21:00:27+00:00,5.389999866485597,0.0,8.0,Slow,Delays of eight minutes and delays increasing on RT-27 Westbound in Brownsville. Average speed ten mph.,E 96th St,Brooklyn,Kings,NY,US,11212,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,69.45,19,1,0,104
C-5836,0,40.655682,-73.666748,2020-11-10 19:53:00+00:00,2020-11-10 20:33:25+00:00,2.359999895095825,0.0,2.0,Moderate,Delays of two minutes on RT-27 Eastbound in Lynbrook. Average speed 15 mph.,Sunrise Hwy,Lynbrook,Nassau,NY,US,11563-3021,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,40.416666666666664,19,1,0,104
C-5837,0,40.659,-73.774513,2020-11-10 19:53:00+00:00,2020-11-10 20:36:22+00:00,0.5299999713897705,0.0,1.0,Slow,Delays of one minute on Farmers Blvd Southbound between 176th St and Boundary Rd. Average speed ten mph.,Farmers Blvd,Jamaica,Queens,NY,US,11430,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,43.36666666666667,19,1,0,104
C-5838,0,40.665112,-73.825188,2020-11-10 19:38:00+00:00,2020-11-10 21:18:31+00:00,1.9800000190734863,0.0,2.0,Moderate,Delays of two minutes and delays increasing on Belt Pkwy Westbound between Exits 19 20 NY-27 Conduit Ave and Exits 17N 18B NY-27 Conduit Ave. Average speed 20 mph.,Belt Pkwy W,South Ozone Park,Queens,NY,US,11420,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,100.51666666666667,19,1,0,104
C-5839,0,40.668388,-73.919838,2020-11-10 19:51:00+00:00,2020-11-10 20:31:27+00:00,1.600000023841858,0.0,3.0,Slow,Delays of three minutes on Sackman St Westbound between New York Ave and Howard Ave. Average speed ten mph.,Howard Ave,Brooklyn,Kings,NY,US,11212-4132,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,40.45,19,1,0,104
C-5840,0,40.671349,-73.416573,2020-11-10 19:51:00+00:00,2020-11-10 20:32:27+00:00,1.6399999856948853,1.0,2.0,Moderate,Delays of two minutes on RT-110 Southbound between NY-110 Broadway and NY-27A Merrick Rd. Average speed 15 mph.,Broadway,Amityville,Suffolk,NY,US,11701-2726,US/Eastern,KFRG,2020-11-10T14:53:00.000-05:00,69.0,70.0,30.06,10.0,0.0,,Fair,41.45,19,1,0,19
C-5841,2,40.675629,-73.898781,2020-11-10 19:51:00+00:00,2020-11-10 20:31:26+00:00,7.670000076293945,4.0,13.0,Slow,Severe delays of 13 minutes on Atlantic Ave Westbound between 94th Ave and Georgia Ave. Average speed ten mph.,Georgia Ave,Brooklyn,Kings,NY,US,11207,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,40.43333333333333,19,1,0,104
C-5842,2,40.676941,-73.900162,2020-11-10 19:51:00+00:00,2020-11-10 21:22:32+00:00,15.970000267028809,0.0,31.0,Slow,Severe delays of 31 minutes and delays increasing on Jamaica Ave Westbound between 241st St and New York Ave. Average speed ten mph.,E New York Ave,Brooklyn,Kings,NY,US,11207-2311,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,91.53333333333333,19,1,0,104
C-5843,0,40.67850900000001,-73.96389,2020-11-10 19:53:00+00:00,2020-11-10 20:33:26+00:00,2.009999990463257,0.0,3.0,Slow,Delays of three minutes on Washington Ave Northbound between Flatbush Ave and Bergen St. Average speed ten mph.,Washington Ave,Brooklyn,Kings,NY,US,11238-3624,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,40.43333333333333,19,1,0,104
C-5844,1,40.684029,-73.770103,2020-11-10 19:52:00+00:00,2020-11-10 20:37:21+00:00,3.9600000381469727,1.0,6.0,Slow,Delays of six minutes and delays increasing on Merrick Blvd Westbound between Merrick Rd and Victoria Rd. Average speed ten mph.,Merrick Blvd,Jamaica,Queens,NY,US,11434,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,45.35,19,1,0,104
C-5845,2,40.689861,-73.562874,2020-11-10 19:52:00+00:00,2020-11-10 20:50:22+00:00,3.0299999713897705,3.0,4.0,Moderate,Delays of four minutes and delays easing on Southern Pkwy Eastbound between Exit 21 Brookside Ave and State St. Average speed 15 mph.,Merrick Ave,Merrick,Nassau,NY,US,11566,US/Eastern,KFRG,2020-11-10T14:53:00.000-05:00,69.0,70.0,30.06,10.0,0.0,,Fair,58.36666666666667,19,1,0,19
C-5846,0,40.705418,-73.655617,2020-11-10 19:51:00+00:00,2020-11-10 20:33:26+00:00,2.1300001144409184,0.0,2.0,Moderate,Delays of two minutes on RT-24 Eastbound in West Hempstead. Average speed 15 mph.,Hempstead Tpke,West Hempstead,Nassau,NY,US,11552-1313,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,42.43333333333333,19,1,0,104
C-5847,0,40.707531,-73.676491,2020-11-10 19:51:00+00:00,2020-11-10 20:31:26+00:00,1.7300000190734863,0.0,2.0,Moderate,Delays of two minutes on RT-24 Westbound in Franklin Square. Average speed 15 mph.,Hempstead Tpke,Franklin Square,Nassau,NY,US,11010-2531,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,40.43333333333333,19,1,0,104
C-5848,0,40.70966,-73.737732,2020-11-10 19:52:00+00:00,2020-11-10 20:32:28+00:00,2.700000047683716,1.0,4.0,Moderate,Delays of four minutes on Springfield Blvd Southbound between Sawyer Ave and 109th Ave. Average speed ten mph.,Springfield Blvd,Queens Village,Queens,NY,US,11429-2036,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,40.46666666666667,19,1,0,104
C-5849,1,40.7118,-73.78729200000002,2020-11-10 19:51:00+00:00,2020-11-10 20:31:26+00:00,4.650000095367432,3.0,8.0,Slow,Delays of eight minutes on RT-25 Eastbound between NY-25 Queens Blvd and NY-25 Hillside Ave. Average speed ten mph.,Hillside Ave,Jamaica,Queens,NY,US,11432-5725,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,40.43333333333333,19,1,0,104
C-5850,1,40.712551,-73.89739200000002,2020-11-10 19:53:00+00:00,2020-11-10 20:33:26+00:00,2.3199999332427983,3.0,6.0,Slow,Delays of six minutes on Metropolitan Ave Westbound between Metropolitan Ave and Admiral Ave. Average speed ten mph.,64th St,Middle Village,Queens,NY,US,11379-1043,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,40.43333333333333,19,1,0,104
C-5851,1,40.713299,-73.870483,2020-11-10 19:51:00+00:00,2020-11-10 21:51:18+00:00,8.270000457763674,4.0,20.0,Slow,Severe delays of 20 minutes and delays increasing on Vandervoort Ave Eastbound in Parkside. Average speed ten mph.,Metropolitan Ave,Middle Village,Queens,NY,US,11379-2948,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,120.3,19,1,0,104
C-5852,1,40.713451,-73.914864,2020-11-10 19:51:00+00:00,2020-11-10 21:06:21+00:00,3.799999952316284,2.0,8.0,Slow,Delays of eight minutes and delays easing on Metropolitan Ave Westbound in Bushwick Junction. Average speed ten mph.,Starr St,Ridgewood,Queens,NY,US,11385,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,75.35,19,1,0,104
C-5853,0,40.725376,-73.75296800000002,2020-11-10 19:51:00+00:00,2020-11-10 20:57:21+00:00,1.0900000333786009,1.0,1.0,Slow,Delays of one minute and delays easing on RT-25 Eastbound in Holliswood. Average speed ten mph.,Hillside Ave,Queens Village,Queens,NY,US,11427-1816,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,66.35,19,1,0,104
C-5854,1,40.730076,-74.21209,2020-11-10 19:52:00+00:00,2020-11-10 20:32:45+00:00,4.139999866485597,0.0,7.0,Moderate,Delays of seven minutes on RT-124 Eastbound in West Side. Average speed 15 mph.,Springfield Ave,Newark,Essex,NJ,US,07103-1427,US/Eastern,KEWR,2020-11-10T14:51:00.000-05:00,75.0,55.0,30.1,10.0,0.0,,Partly Cloudy,40.75,19,1,0,109
C-5855,1,40.730549,-73.745506,2020-11-10 19:53:00+00:00,2020-11-10 20:42:23+00:00,8.189999580383299,4.0,13.0,Slow,Severe delays of 13 minutes and delays increasing on Springfield Blvd Northbound between Springfield Blvd and NY-25 Braddock Ave. Average speed ten mph.,Springfield Blvd,Queens Village,Queens,NY,US,11427-2024,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,49.38333333333333,19,1,0,104
C-5856,0,40.730709,-73.823761,2020-11-10 19:51:00+00:00,2020-11-10 20:31:27+00:00,2.150000095367432,1.0,3.0,Moderate,Delays of three minutes on Main St Northbound between 84th Rd and 69th Rd. Average speed ten mph.,69th Rd,Flushing,Queens,NY,US,11367,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,40.45,19,1,0,104
C-5857,0,40.731674,-73.689438,2020-11-10 19:52:00+00:00,2020-11-10 20:33:26+00:00,2.009999990463257,0.0,3.0,Moderate,Delays of three minutes on RT-25 Westbound in New Hyde Park. Average speed 15 mph.,Jericho Tpke,New Hyde Park,Nassau,NY,US,11040-4511,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,41.43333333333333,19,1,0,104
C-5858,0,40.734543,-74.18881999999998,2020-11-10 19:51:00+00:00,2020-11-10 20:32:06+00:00,1.0800000429153442,0.0,1.0,Moderate,Delays of one minute on RT-124 Westbound between NJ-124 Springfield Ave and CR-603. Average speed 15 mph.,15th Ave,Newark,Essex,NJ,US,07103,US/Eastern,KEWR,2020-11-10T14:51:00.000-05:00,75.0,55.0,30.1,10.0,0.0,,Partly Cloudy,41.1,19,1,0,109
C-5859,0,40.739262,-73.817207,2020-11-10 19:53:00+00:00,2020-11-10 20:35:18+00:00,1.1100000143051147,0.0,1.0,Moderate,Delays of one minute on Horace Harding Expy Eastbound between 136th St and I-495 Exit 24. Average speed 15 mph.,Horace Harding Expy,Flushing,Queens,NY,US,11367,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,42.3,19,1,0,104
C-5860,0,40.739159,-73.791901,2020-11-10 19:53:00+00:00,2020-11-10 20:33:26+00:00,0.6899999976158142,1.0,2.0,Moderate,Delays of two minutes on Horace Harding Expy Eastbound in Fresh Meadows. Average speed ten mph.,182nd St,Fresh Meadows,Queens,NY,US,11365,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,40.43333333333333,19,1,0,104
C-5861,1,40.743,-73.775627,2020-11-10 19:51:00+00:00,2020-11-10 20:37:20+00:00,2.150000095367432,3.0,5.0,Slow,Delays of five minutes and delays easing on Horace Harding Expy Eastbound between I-495 Exit 25 and Francis Lewis Blvd. Average speed ten mph.,Francis Lewis Blvd,Fresh Meadows,Queens,NY,US,11365-2840,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,46.333333333333336,19,1,0,104
C-5862,0,40.75045,-73.952263,2020-11-10 19:39:00+00:00,2020-11-10 20:47:21+00:00,1.0199999809265137,1.0,3.0,Slow,Delays of three minutes and delays easing on Vernon Blvd Eastbound in Hunters Point. Average speed five mph.,Vernon Blvd,Long Island City,Queens,NY,US,11101-7006,US/Eastern,KNYC,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,68.35,19,1,0,104
C-5863,1,40.751263,-73.634834,2020-11-10 19:29:00+00:00,2020-11-10 21:06:21+00:00,3.0299999713897705,3.0,7.0,Slow,Delays of seven minutes and delays increasing on RT-25 Eastbound in Mineola. Average speed ten mph.,Jericho Tpke,Mineola,Nassau,NY,US,11501-2930,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,97.35,19,1,0,104
C-5864,0,40.752007,-74.157562,2020-11-10 19:53:00+00:00,2020-11-10 20:33:53+00:00,2.0,0.0,4.0,Slow,Delays of four minutes on CR-697 Northbound between Market St and Kearny Ave. Average speed ten mph.,Frank E Rodgers Blvd N,Harrison,Hudson,NJ,US,07029-2624,US/Eastern,KEWR,2020-11-10T14:51:00.000-05:00,75.0,55.0,30.1,10.0,0.0,,Partly Cloudy,40.88333333333333,19,1,0,109
C-5865,0,40.765369,-73.744324,2020-11-10 19:51:00+00:00,2020-11-10 20:38:23+00:00,1.870000004768372,0.0,2.0,Moderate,Delays of two minutes and delays easing on Northern Blvd Westbound in Douglaston. Average speed 15 mph.,Douglaston Pkwy,Little Neck,Queens,NY,US,11363-1844,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,47.38333333333333,19,1,0,104
C-5866,1,40.768929,-73.691971,2020-11-10 19:14:00+00:00,2020-11-10 20:32:28+00:00,2.509999990463257,4.0,7.0,Slow,Delays of seven minutes and delays increasing on New Hyde Park Rd Northbound between Delano Ct and Service Rd. Average speed ten mph.,New Hyde Park Rd,Manhasset,Nassau,NY,US,11030,US/Eastern,KLGA,2020-11-10T13:51:00.000-05:00,75.0,53.0,30.11,10.0,0.0,,Fair,78.46666666666667,19,1,0,19
C-5867,3,40.757019,-73.73910500000002,2020-11-10 19:51:00+00:00,2020-11-10 20:48:30+00:00,9.890000343322754,18.0,30.0,Slow,Severe delays of 30 minutes and delays increasing on I-495 Eastbound between Exits 20 21 22A 22A-E 22B Horace Harding Expy and Exit 32 Horace Harding Expy. Average speed ten mph.,Long Island Expy E,Little Neck,Queens,NY,US,11362,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,57.5,19,1,0,104
C-5868,1,40.757069,-73.8386,2020-11-10 19:39:00+00:00,2020-11-10 21:00:27+00:00,1.4099999666213991,1.0,2.0,Moderate,Delays of two minutes and delays increasing on I-678 Northbound between I-678 and Exits 13 14 Grand Central Pkwy Exits 8 9E 9W. Average speed 15 mph.,Van Wyck Expy N,Flushing,Queens,NY,US,11371,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,81.45,19,1,0,104
C-5869,0,40.774921,-73.73140699999998,2020-11-10 19:51:00+00:00,2020-11-10 20:49:21+00:00,1.3400000333786009,1.0,2.0,Moderate,Delays of two minutes and delays easing on Northern Blvd Eastbound in Russell Gardens. Average speed ten mph.,Northern Blvd,Great Neck,Nassau,NY,US,11021-4305,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,58.35,19,1,0,104
C-5870,1,40.780453,-73.65789000000002,2020-11-10 19:51:00+00:00,2020-11-10 20:32:27+00:00,1.600000023841858,1.0,2.0,Moderate,Delays of two minutes on I-495 Eastbound between Exits 34 35 36 Service Rd and Exit 36 Service Rd. Average speed 20 mph.,Long Island Expy E,Roslyn,Nassau,NY,US,11576,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,41.45,19,1,0,104
C-5871,1,40.773003,-73.795502,2020-11-10 19:39:00+00:00,2020-11-10 20:37:20+00:00,2.8499999046325684,2.0,5.0,Slow,Delays of five minutes and delays easing on Francis Lewis Blvd Northbound between 50th Ave and 26th Ave. Average speed ten mph.,Francis Lewis Blvd,Flushing,Queens,NY,US,11358,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,58.333333333333336,19,1,0,104
C-5872,0,40.795033,-73.939217,2020-11-10 19:51:00+00:00,2020-11-10 20:31:26+00:00,1.4600000381469729,0.0,1.0,Moderate,Delays of one minute on 2nd Ave Southbound between Harlem River Dr Exits 17 18 19 and 112th St. Average speed 15 mph.,2nd Ave,New York,New York,NY,US,10029-2906,US/Eastern,KNYC,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,40.43333333333333,19,1,0,104
C-5873,0,40.806526,-73.908485,2020-11-10 19:51:00+00:00,2020-11-10 20:47:20+00:00,1.2000000476837158,0.0,2.0,Slow,Delays of two minutes and delays easing on Southern Blvd Southbound between Leggett Ave and Bruckner Blvd. Average speed ten mph.,Southern Blvd,Bronx,Bronx,NY,US,10454-1711,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,56.333333333333336,19,1,0,104
C-5874,1,40.803902,-73.963173,2020-11-10 19:51:00+00:00,2020-11-10 20:49:21+00:00,4.300000190734863,4.0,10.0,Slow,Severe delays of ten minutes and delays easing on Amsterdam Ave Northbound between 10th Ave and 112th St. Average speed ten mph.,Amsterdam Ave,New York,New York,NY,US,10025-1704,US/Eastern,KNYC,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,58.35,19,1,0,104
C-5875,0,40.828892,-73.411324,2020-11-10 18:43:00+00:00,2020-11-10 20:34:20+00:00,1.6799999475479126,0.0,2.0,Moderate,Delays of two minutes and delays easing on RT-110 Southbound between NY-110 New York Ave and NY-110 Walt Whitman Rd. Average speed 15 mph.,Walt Whitman Rd,Huntington Station,Suffolk,NY,US,11746-3613,US/Eastern,KFRG,2020-11-10T13:53:00.000-05:00,70.0,63.0,30.06,10.0,0.0,,Fair,111.33333333333333,18,1,0,19
C-5876,0,40.85606,-73.201622,2020-11-10 19:51:00+00:00,2020-11-10 20:39:23+00:00,1.6599999666213991,0.0,2.0,Moderate,Delays of two minutes and delays increasing on RT-25 Westbound between NY-25 Middle Country Rd and NY-25 Main St. Average speed 15 mph.,W Main St,Smithtown,Suffolk,NY,US,11787-2607,US/Eastern,KISP,2020-11-10T14:56:00.000-05:00,67.0,76.0,30.04,10.0,0.0,,Partly Cloudy,48.38333333333333,19,1,0,109
C-5877,0,40.860512,-73.15471600000002,2020-11-10 19:51:00+00:00,2020-11-10 20:38:23+00:00,1.3899999856948853,0.0,2.0,Moderate,Delays of two minutes and delays increasing on RT-25 Eastbound in St James. Average speed 15 mph.,Middle Country Rd,Saint James,Suffolk,NY,US,11780,US/Eastern,KISP,2020-11-10T14:56:00.000-05:00,67.0,76.0,30.04,10.0,0.0,,Partly Cloudy,47.38333333333333,19,1,0,109
C-5878,1,40.862286,-73.882126,2020-11-10 19:53:00+00:00,2020-11-10 20:33:26+00:00,3.1600000858306885,1.0,6.0,Slow,Delays of six minutes on Southern Blvd Northbound between 173rd St and Dr Theodore Kazimiroff Blvd. Average speed ten mph.,Dr Theodore Kazimiroff Blvd,Bronx,Bronx,NY,US,10458-5195,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,40.43333333333333,19,1,0,104
C-5879,2,40.862469,-73.929947,2020-11-10 19:51:00+00:00,2020-11-10 20:31:26+00:00,11.5600004196167,4.0,30.0,Slow,Severe delays of 30 minutes on Amsterdam Ave Northbound between 8th Ave and US-9 Broadway. Average speed ten mph.,Broadway,New York,New York,NY,US,10040,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,40.43333333333333,19,1,0,104
C-5880,1,40.868786,-73.892105,2020-11-10 19:51:00+00:00,2020-11-10 21:00:27+00:00,3.2699999809265137,0.0,5.0,Moderate,Delays of five minutes and delays easing on Grand Concourse Northbound between Grand Concourse and 197th St. Average speed ten mph.,Grand Concourse,Bronx,Bronx,NY,US,10458-3503,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,69.45,19,1,0,104
C-5881,0,40.924191,-73.90080999999998,2020-11-10 19:38:00+00:00,2020-11-10 20:58:28+00:00,2.559999942779541,0.0,4.0,Slow,Delays of four minutes and delays easing on Riverdale Ave Northbound between 254th St and Knowles St. Average speed ten mph.,Riverdale Ave,Yonkers,Westchester,NY,US,10705-1132,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,80.46666666666667,19,1,0,104
C-5882,0,40.931839,-73.052856,2020-11-10 19:51:00+00:00,2020-11-10 20:45:19+00:00,0.9100000262260436,1.0,2.0,Moderate,Delays of two minutes and delays easing on Main St Eastbound in Port Jefferson Station. Average speed ten mph.,Main St,Port Jefferson Station,Suffolk,NY,US,11776-1004,US/Eastern,KISP,2020-11-10T14:56:00.000-05:00,67.0,76.0,30.04,10.0,0.0,,Partly Cloudy,54.31666666666667,19,1,0,109
C-5883,0,40.93692,-73.057449,2020-11-10 19:51:00+00:00,2020-11-10 20:32:27+00:00,0.699999988079071,1.0,2.0,Moderate,Delays of two minutes on Main St Westbound between NY-112 and NY-25A Main St. Average speed ten mph.,High St,Port Jefferson,Suffolk,NY,US,11777,US/Eastern,KISP,2020-11-10T14:56:00.000-05:00,67.0,76.0,30.04,10.0,0.0,,Partly Cloudy,41.45,19,1,0,109
